index,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,surroundings_summary
2586,,Centrum-Oost,52.36486,4.90883,Private room,200,2,101,2.29,1,356,25,holland,"The area features a social facility known as Sarphatihuis, which serves as a historic nursing home and landmark for the local community. It is also home to a garden that provides a quiet green space within the surroundings."
5213,,Bos en Lommer,52.37665,4.85712,Entire home/apt,279,4,0,,1,6,0,holland,The surroundings feature a playground and a garden.
2363,,Watergraafsmeer,52.35687,4.93361,Entire home/apt,240,3,10,0.23,1,70,1,holland,The area features a garden and a playground.
1162,,Centrum-Oost,52.36184,4.90585,Entire home/apt,185,2,41,0.64,1,38,3,holland,"The area features the park De Stadstuin, which serves as a local green space for outdoor recreation. This location also includes a playground."
1196,,De Pijp - Rivierenbuurt,52.35065,4.8878,Entire home/apt,140,3,27,0.43,1,0,0,holland,The area features an educational institution at College ZUYD and a green space at garden.
1207,,De Baarsjes - Oud-West,52.36577,4.8613,Private room,79,3,243,3.78,1,58,20,holland,"The area features the Westermoskee, a prominent place of worship that serves as a significant local landmark. A playground is also located nearby."
1214,,Oud-Oost,52.35165,4.91358,Entire home/apt,161,2,66,0.99,1,10,10,holland,"The area features Wibautpark, a local park that serves as a green space for the neighborhood, alongside a garden."
2318,,Oud-Oost,52.35885,4.92082,Entire home/apt,130,5,4,0.08,1,0,0,holland,"The area is defined by the presence of Oosterpark, a significant public park that serves as a central green space for the neighborhood."
2320,,Centrum-West,52.36925,4.88618,Private room,183,2,19,0.36,2,342,1,holland,"The area features specialty retail and dining, including Beadies Amsterdam for jewelry and Chocolaterie Pompadour for a cake cafe."
2812,,De Pijp - Rivierenbuurt,52.34716,4.88712,Private room,100,5,60,1.68,1,2,6,holland,There are no specific places listed to describe.
2838,,Oud-Noord,52.39863,4.90493,Entire home/apt,90,3,4,0.09,1,0,2,holland,"The area features the Papaverplantsoen, a park that provides a local green space for outdoor recreation. This location includes a picnic table for public use."
2849,,Centrum-Oost,52.3674,4.90137,Private room,93,1,80,2.32,2,238,32,holland,"The area features dining at Hapjeshoek and cultural performances at Opera & Ballet, a prominent venue known for hosting major theatrical and musical productions."
2855,,De Pijp - Rivierenbuurt,52.349594,4.890385,Entire home/apt,300,5,10,0.33,1,0,0,holland,"The area features the Vredeskerk, a place of worship that serves as a local landmark. A garden is also located nearby."
2637,,Noord-Oost,52.38801,4.95684,Private room,59,2,91,2.17,1,347,9,holland,"The area features Schellingwouderpark, a park that provides green space and includes a picnic_table for outdoor recreation."
2658,,Centrum-Oost,52.37109,4.929013,Private room,54,2,214,4.67,2,76,35,holland,"The area features David's Boat, a hotel, and a playground."
2668,,Centrum-West,52.38602,4.88867,Private room,89,1,517,11.44,1,288,142,holland,"The area features a playground and De Dierencapel, a zoo that serves as a local destination for animal observation and family activities."
2679,,Noord-Oost,52.38012,4.99679,Entire home/apt,250,4,2,0.05,1,0,0,holland,The immediate surroundings feature a garden and a swimming pool.
2699,,De Pijp - Rivierenbuurt,52.34466,4.91286,Entire home/apt,97,1,41,0.99,2,354,6,holland,"The area features the fitness centre Haut Fitnessclub. There is also a garden, which provides a green space for the neighbourhood."
2924,,Centrum-West,52.38259,4.88534,Private room,150,2,12,0.38,2,0,0,holland,"The area features a cafe and a wine bar, represented by Toki and Troppo Giovane."
2933,,Oud-Oost,52.36495,4.93107,Entire home/apt,217,3,14,0.35,1,209,2,holland,The surroundings feature a multi pitch climbing area and a garden.
956,,Centrum-West,52.38113,4.89171,Private room,175,2,232,4.0,1,79,2,holland,The area features a fitness centre at SportCity and a playground at Piramide Speeltuin.
2782,,Centrum-West,52.37306,4.88225,Private room,199,3,109,2.5,1,236,11,holland,The area features dining at Bonboon and retail shopping at A Space Oddity.
2344,,Westerpark,52.37613,4.87697,Entire home/apt,185,5,6,0.12,1,0,0,holland,"The area features Staverno, a marina that serves as a central hub for boating and waterfront activity, alongside NiDA Wasserij Stomerij for laundry services."
2358,,Westerpark,52.38391,4.87971,Entire home/apt,200,2,8,0.18,1,0,0,holland,The area features a studio known as Echobox and a garden.
5108,,Centrum-West,52.37278,4.87501,Entire home/apt,120,3,5,1.39,4,0,5,holland,The area features essential local services including the veterinary clinic DierenDokters and the fire station Kazerne Hendrik.
5154,,De Baarsjes - Oud-West,52.36232,4.86093,Entire home/apt,108,2,0,,1,0,0,holland,"The area features Bieb, a public bookcase, alongside Tandarts Tanis, a dentist."
5171,,De Baarsjes - Oud-West,52.36261,4.85446,Entire home/apt,100,7,2,0.49,1,8,2,holland,The area features a convenience store at Mini Mix (Russian Store) and a playground.
2202,,Geuzenveld - Slotermeer,52.37352,4.82235,Entire home/apt,149,3,10,0.19,1,1,2,holland,"The area features the recreational Sloterpark, a significant green space that serves as a central hub for outdoor activities, alongside the De Duikelaar marina."
2251,,Noord-West,52.41943,4.87126,Entire home/apt,146,1,60,1.12,7,153,7,holland,"The area features sports facilities, including Sportpark Melkweg."
3003,,Oostelijk Havengebied - Indische Buurt,52.37383,4.94703,Private room,76,2,40,1.0,1,1,0,holland,"The area features Keesje Brijdeplantsoen, a park and playground that serves as a local green space for outdoor recreation."
3017,,Oud-Oost,52.35663,4.92413,Entire home/apt,225,5,6,0.16,1,0,0,holland,The area features a playground and a garden.
3043,,Bos en Lommer,52.38252,4.85443,Private room,47,2,37,0.96,2,0,0,holland,The area features a soccer pitch and a garden.
2885,,Centrum-West,52.37468,4.87818,Private room,224,2,119,3.05,1,258,29,holland,The area features cultural offerings including the Galerie Staaf gallery and a public_bookcase.
3047,,De Baarsjes - Oud-West,52.37307,4.85379,Entire home/apt,110,2,18,0.45,1,0,6,holland,The area features a sandwich fast food spot called Broodje Daan and a garden.
3055,,Westerpark,52.37547,4.87017,Hotel room,161,2,27,1.0,20,269,3,holland,"The area features a public bookcase known as Boekenkast, which serves as a local community resource for sharing literature. A park is also located nearby, providing a dedicated space for outdoor recreation."
3072,,Centrum-Oost,52.36334,4.88664,Private room,242,1,17,1.1,2,0,0,holland,"The area features Galerie AdK Actuele Kunst, a local gallery, alongside Hotel Mozart."
3109,,Noord-West,52.40711,4.90547,Private room,30,1,12,0.37,2,0,1,holland,The area features a garden and a playground.
3151,,Slotervaart,52.36082,4.8238,Entire home/apt,90,3,3,0.11,1,0,0,holland,"The area features the arts centre Broedplaats HW10, which serves as a creative hub for local artists. It also includes a table tennis pitch."
2966,,Centrum-Oost,52.36384,4.90131,Private room,80,3,91,2.27,2,274,21,holland,"The area features the Magere Brug, a historic landmark and iconic drawbridge that serves as a quintessential symbol of the city's canal architecture. A public_bookcase is also located nearby."
2970,,Centrum-Oost,52.36384,4.90131,Private room,75,3,79,1.99,2,0,1,holland,"The area features the Magere Brug, a historic landmark and iconic drawbridge that serves as a quintessential symbol of the city's canal architecture. A public_bookcase is also available for local reading."
892,,Westerpark,52.3822,4.87139,Entire home/apt,97,3,331,4.19,1,121,16,holland,"The area features the garden Florin, a local green space, alongside a hairdresser."
3152,,Oostelijk Havengebied - Indische Buurt,52.36258,4.93342,Entire home/apt,150,3,13,5.13,1,337,6,holland,"The surroundings feature Marijke's guestroom, which is a hotel. A garden is also located here, providing a natural space for relaxation."
3210,,De Pijp - Rivierenbuurt,52.35069,4.89704,Entire home/apt,200,2,8,0.23,1,0,0,holland,"The area features 9e Montessorischool De Scholekster, which serves as a local educational institution."
3220,,Watergraafsmeer,52.35645,4.93407,Entire home/apt,147,14,8,0.3,1,0,0,holland,"The area features Bassischool Frankendael (locatie Hogeweg) and a garden. The garden serves as a local green space and landmark, providing a natural setting for the neighborhood."
2288,,Bos en Lommer,52.37371,4.85177,Private room,47,2,176,3.36,2,49,18,holland,"The area features the artwork Beeld van brons en steen and the green space Erasmuspark, which serves as a popular local park for outdoor recreation."
2117,,IJburg - Zeeburgereiland,52.35436,5.00273,Entire home/apt,300,3,57,1.05,1,350,8,holland,The area features a garden and a playground.
2173,,Oud-Oost,52.3594,4.9065,Entire home/apt,158,5,24,0.43,1,0,0,holland,The area features the Amstelcampus university and the Amstelhaven restaurant.
3373,,De Pijp - Rivierenbuurt,52.34317,4.90882,Entire home/apt,135,1,15,0.53,1,0,0,holland,The area features a bicycle shop called Slob fietsen and a garden.
5007,,De Baarsjes - Oud-West,52.36453,4.85263,Entire home/apt,100,3,2,0.52,1,8,2,holland,The area features Sebonsa Bodega for dining and Amsterdamse Fietswinkel for bicycle services.
5022,,Slotervaart,52.36323,4.8444,Entire home/apt,275,5,0,,1,0,0,holland,"The area features the residential Sky Home situated directly alongside Rembrandtpark, a large public green space that serves as a central recreational hub for the neighborhood."
868,,Centrum-West,52.37496,4.87835,Entire home/apt,600,3,25,0.52,1,69,2,holland,"The area features the attraction Egelantiersgracht, a historic canal known for its picturesque architecture and quintessential Amsterdam atmosphere. There is also a public_bookcase available for local community reading."
1237,,Centrum-West,52.37159,4.88023,Entire home/apt,449,3,55,0.78,1,319,2,holland,"The area features a fitness centre at Double Shift, alongside a garden."
1243,,Centrum-West,52.37072,4.87541,Entire home/apt,195,3,3,0.05,1,123,0,holland,"The area features public artwork such as Energie en tijd, which serves as a notable local landmark, alongside a playground."
1277,,De Baarsjes - Oud-West,52.36397,4.86027,Entire home/apt,232,3,6,0.15,1,0,0,holland,"The area features an internet cafe, Citynet, and a bar, Flamingo's."
1293,,Centrum-West,52.3741,4.87786,Entire home/apt,111,2,73,1.03,1,262,5,holland,The area features a gallery at Galerie Staaf and a darts bar at Cafe de Muurbloem.
5226,,Oud-Oost,52.35791,4.92193,Entire home/apt,114,1,5,3.13,2,6,5,holland,The area features a garden and a table tennis pitch.
1872,,Westerpark,52.38307,4.88036,Private room,111,3,128,2.21,1,0,0,holland,"The area features Vrijeschool Amsterdam West, an educational institution that serves as a local school."
5064,,IJburg - Zeeburgereiland,52.35331,5.00039,Entire home/apt,95,7,1,0.75,1,166,1,holland,The area features Antonio's Barbershop for personal grooming and a playground for outdoor recreation.
3397,,Centrum-West,52.37662,4.88117,Private room,135,4,38,1.22,1,8,0,holland,"The area features a school, Theo Thijssenschool, and a playground."
3398,,Oud-Oost,52.35921,4.90818,Entire home/apt,300,4,1,0.03,1,343,0,holland,"The area is defined by the presence of the Amstelcampus, a university that serves as a central hub for academic life. Nearby, you will find a garden that provides a quiet, green space for the community."
3311,,Westerpark,52.3738,4.87311,Entire home/apt,250,1,15,0.42,1,0,1,holland,The surroundings feature nightlife at De Nieuwe Anita and a garden.
3313,,Oud-Noord,52.3998,4.91349,Entire home/apt,100,2,6,0.18,1,158,0,holland,"The area features Over Y College, an educational institution. There is also a garden."
3326,,Centrum-Oost,52.37208,4.91191,Private room,89,2,137,3.97,2,76,51,holland,"The area features a slipway and the Museumhaven, a museum that preserves and showcases historic inland vessels."
3327,,Bos en Lommer,52.37563,4.83712,Entire home/apt,149,2,18,0.54,1,86,1,holland,"The area features Willem Augustinpark, a park that includes a playground for local recreation."
3371,,Centrum-Oost,52.36655,4.9093,Private room,330,2,2,0.07,3,176,0,holland,"The area features the Hortus Botanicus, a historic botanical garden that serves as a significant green landmark, alongside the Budget Hotel Hortus."
3548,,Centrum-West,52.38769,4.8861,Entire home/apt,154,1,0,,4,0,0,holland,"The area features Toon Ylandplantsoen, a park that provides a local green space for outdoor recreation. This location includes a picnic_table for seating and relaxation."
694,,Zuid,52.34315,4.86275,Entire home/apt,168,2,32,0.49,1,95,2,holland,"The area features Olympiaschool, which serves as the local educational institution. There is also a playground located nearby."
706,,Centrum-Oost,52.3624,4.8935,Entire home/apt,185,3,36,0.47,1,2,3,holland,The area features dining at John Dory and fitness facilities at Bodyvita.
752,,Centrum-Oost,52.36986,4.92258,Entire home/apt,120,2,25,0.3,1,0,0,holland,"The area features the Touwbaanpark, a local park that serves as a green space for the community, alongside the Bandenboot, an artwork that provides a distinct visual focal point for the surroundings."
3754,,De Baarsjes - Oud-West,52.37027,4.87347,Entire home/apt,185,3,3,0.74,1,280,3,holland,The area features a common and a playground.
3526,,Centrum-West,52.36984,4.88419,Entire home/apt,225,3,15,0.46,1,118,2,holland,"The area features the cultural landmark Felix Meritis, a historic center for arts and sciences, alongside the retail shop Episode. Community life is centered at the community_centre."
3789,,Oud-Noord,52.3832,4.91855,Private room,56,1,75,2.62,1,76,5,holland,"The area features a garden and a marina, which includes Aeolus. Aeolus serves as a notable landmark that defines the character of the waterfront."
3853,,Zuid,52.35484,4.87063,Entire home/apt,654,2,8,0.37,1,172,6,holland,The area features Valerius Apartments for lodging and Organic for convenience shopping.
3584,,IJburg - Zeeburgereiland,52.3526,5.00533,Private room,74,1,4,0.13,10,0,0,holland,The area features dining at DOK48 and maritime facilities at Haven WV IJburg.
3695,,De Pijp - Rivierenbuurt,52.34606,4.89752,Entire home/apt,181,3,4,0.15,1,339,0,holland,The surroundings feature a garden and a playground.
1936,,Oud-Noord,52.39363,4.91097,Entire home/apt,360,1,154,2.81,3,270,15,holland,The immediate surroundings feature a garden and an area with outdoor seating.
1724,,Watergraafsmeer,52.33957,4.91788,Entire home/apt,100,3,20,0.31,1,0,0,holland,"The area features De Amstel, a local school. There is also a playground nearby."
1730,,Westerpark,52.38046,4.87091,Entire home/apt,250,2,6,0.11,1,0,0,holland,The area features a park and a garden.
3859,,Buitenveldert - Zuidas,52.32671,4.87446,Entire home/apt,60,5,3,0.5,1,0,1,holland,"The area features a school and a playground, which includes De Ark."
3863,,Zuid,52.35157,4.84712,Private room,84,2,12,0.42,1,1,8,holland,The area features a restaurant called Poppy's Zuid and a garden.
3926,,Centrum-Oost,52.37228,4.91186,Private room,248,1,22,1.01,1,328,13,holland,"The area features a slipway and the Museumhaven, a maritime museum that preserves historic vessels and showcases the region's nautical heritage."
3943,,De Pijp - Rivierenbuurt,52.3457,4.89228,Private room,75,2,17,0.63,1,0,0,holland,"The area features Dongeschool, a local school, and a garden, which serves as a quiet green space for the community."
594,,De Baarsjes - Oud-West,52.36099,4.85987,Entire home/apt,90,6,30,0.34,1,0,0,holland,The area features a playground and a public bookcase.
635,,Watergraafsmeer,52.35191,4.92078,Private room,55,2,41,0.51,2,337,0,holland,"The area features the Vergulden Eenhoorn, a historic garden and pub that serves as a central social landmark for the neighborhood."
416,,Bos en Lommer,52.37567,4.85533,Entire home/apt,75,3,19,0.45,1,0,2,holland,"The area features Erasmuspark, a park and garden that serves as a central green space for local recreation."
4017,,Noord-West,52.40668,4.89678,Private room,75,2,11,0.42,4,0,0,holland,The immediate area features recreational facilities including a playground and a soccer pitch.
4137,,Oostelijk Havengebied - Indische Buurt,52.36953,4.94749,Entire home/apt,215,1,143,5.89,6,297,83,holland,"The area features dining and maritime facilities, including The Harbour Club and Port Entrepôt Jachthaven. Port Entrepôt Jachthaven serves as a local marina, providing a central hub for boating activity in the vicinity."
4139,,Oostelijk Havengebied - Indische Buurt,52.36764,4.94531,Entire home/apt,322,1,6,1.15,6,362,6,holland,The area features a garden at Cruquiustuin and dining options such as Tony Singh.
4181,,De Baarsjes - Oud-West,52.36663,4.87528,Entire home/apt,117,5,6,0.26,1,20,1,holland,The area features a pub called l'Affiche and a playground.
4212,,Oud-Noord,52.39678,4.90648,Private room,55,1,0,,3,0,0,holland,The area features the restaurant Papillon and an information point.
4222,,Watergraafsmeer,52.35314,4.94292,Entire home/apt,235,4,0,,1,40,0,holland,The area features a garden and a picnic table.
1768,,Bos en Lommer,52.38219,4.84777,Entire home/apt,99,2,9,0.14,1,0,0,holland,"The area features the Multatulischool, which serves as the local educational institution. A soccer pitch is also available for community recreation."
1779,,Westerpark,52.38724,4.88051,Entire home/apt,189,2,48,0.76,1,4,2,holland,"The area features the Domela Nieuwenhuisplantsoen, a park that serves as a local green space, alongside a public_bookcase."
5333,,Buitenveldert - Zuidas,52.32674,4.87778,Entire home/apt,148,3,0,,1,0,0,holland,"The area features Cheider, a college that serves as a local educational institution, alongside a playground."
1305,,Centrum-West,52.37908,4.88982,Private room,102,1,124,1.73,1,145,3,holland,The area features the hotel Sebastian's and a public_bookcase.
1334,,Oud-Oost,52.35752,4.93545,Entire home/apt,330,7,23,0.44,1,48,0,holland,"The area features Brouwerij Poesiat & Kater, a pub that offers outdoor seating."
4401,,Zuid,52.34783,4.84845,Entire home/apt,100,3,0,,1,0,0,holland,"The area features Warung Barokah for dining and the arts centre Retort, which serves as a local hub for creative activity."
4404,,Bijlmer-Centrum,52.30752,4.95341,Private room,128,3,27,1.53,4,119,15,holland,"The area is defined by the student accommodation Xior Karspeldreef, which features an on-site picnic_table for outdoor use."
4415,,Oud-Oost,52.36007,4.90727,Entire home/apt,115,2,6,0.73,2,0,3,holland,"The area features a boat rental service at Mokumboot Amsterdam Amstel. It also includes a garden, which serves as a local green space."
4346,,De Pijp - Rivierenbuurt,52.34069,4.90603,Private room,49,2,34,1.94,3,352,23,holland,The surroundings feature a garden and a car sharing station.
4352,,Bos en Lommer,52.3815,4.85271,Private room,49,1,19,3.77,1,32,19,holland,The area features a playground and a garden located at Hertspieghelplein.
4452,,Centrum-Oost,52.36367,4.88641,Entire home/apt,429,2,2,2.0,1,66,2,holland,The area features Hotel Mozart for accommodation and the billiards sports centre Snooker - FinalTouch for recreation.
4473,,De Baarsjes - Oud-West,52.37313,4.85588,Entire home/apt,115,3,2,0.12,1,0,1,holland,The surroundings feature a garden and a playground.
5418,,Westerpark,52.37272,4.87076,Entire home/apt,121,2,0,,1,16,0,holland,"The area features green space, including Bilderdijkpark, which serves as a local park and garden for outdoor recreation."
397,,Oud-Noord,52.38277,4.9088,Entire home/apt,557,2,4,2.35,2,32,4,holland,"The area features a marina at Sixhaven, which serves as a central hub for boating and waterfront activity. There is also a garden nearby."
407,,Noord-West,52.4069,4.90168,Entire home/apt,130,4,12,0.14,1,236,0,holland,The area features a Viskraam for seafood and a picnic_table for outdoor seating.
1341,,De Baarsjes - Oud-West,52.357433,4.857956,Private room,122,2,115,1.7,3,295,0,holland,"The area features Vondelpark, a major city park known as a popular green space for recreation, alongside the pub Fijnkost."
1540,,Noord-Oost,52.39487,4.93111,Entire home/apt,150,3,9,0.15,1,0,0,holland,The surroundings feature a basketball pitch and outdoor seating.
1541,,Oud-Oost,52.35678,4.92396,Entire home/apt,190,2,9,0.15,1,0,0,holland,The area features a garden and a playground.
1367,,De Baarsjes - Oud-West,52.357433,4.857956,Private room,122,2,101,1.49,3,289,0,holland,"The area features Vondelpark, a major city park known for its expansive green space and recreational paths, alongside the pub Fijnkost."
4492,,Slotervaart,52.36927,4.83758,Entire home/apt,125,2,2,0.13,1,0,0,holland,The area features the artwork Erotica and the medical practice Terra.
4553,,Buitenveldert - Zuidas,52.32322,4.88,Private room,65,3,1,0.07,2,0,0,holland,"The area features 't Kleine Loopveld, a park that serves as a local green space for outdoor recreation. A swimming pool is also available nearby."
4575,,Zuid,52.3549,4.87732,Private room,130,1,44,2.8,4,363,34,holland,"The area features the Conscious Hotel Museum Square, which serves as a central landmark for visitors exploring the nearby museum district. A tennis pitch is also available for recreational use."
4639,,Centrum-Oost,52.37378,4.90505,Private room,187,1,2,0.16,8,337,1,holland,"The area is characterized by hospitality options, featuring City Hotel Amsterdam and Mansion."
4449,,Gaasperdam - Driemond,52.30716,4.97856,Private room,70,1,9,0.52,1,311,2,holland,The area features a playground and an information point.
4802,,Centrum-West,52.37888,4.89217,Private room,161,1,30,3.77,5,0,30,holland,The area features hospitality options including Herengracht 21 and Max Brown Hotel.
4803,,Centrum-West,52.37888,4.89217,Hotel room,171,1,0,,5,0,0,holland,The area features accommodation options including Herengracht 21 and Max Brown Hotel.
4817,,Westerpark,52.38079,4.87371,Entire home/apt,133,4,0,,1,0,0,holland,The immediate surroundings feature a garden and a picnic table.
349,,De Pijp - Rivierenbuurt,52.34292,4.89445,Private room,70,2,279,2.99,1,332,4,holland,"The area features 6e Montessorischool Anne Frank, which serves as a notable local educational institution. The surroundings also include a garden."
362,,Noord-West,52.40793,4.90264,Private room,75,2,245,2.63,1,286,8,holland,"The area features NoordRijk, a playground that serves as a local recreational space for the community."
4873,,Oud-Noord,52.398655,4.905442,Entire home/apt,500,3,0,,6,59,0,holland,"The surroundings feature the Aparthotel North apartment building and the Papaverplantsoen park, which serves as a local green space for the area."
4895,,Geuzenveld - Slotermeer,52.37393,4.81456,Entire home/apt,150,3,0,,1,364,0,holland,The area features a playground and a picnic table.
4799,,Centrum-West,52.37888,4.89217,Private room,271,1,0,,5,0,0,holland,The area features the guest house Herengracht 21 and the Max Brown Hotel.
1411,,Westerpark,52.38199,4.87227,Entire home/apt,80,15,8,0.12,1,0,0,holland,"The area features Gregario Cycling Services for bicycle needs and a garden, which serves as a local green space."
5456,,De Baarsjes - Oud-West,52.36824,4.85683,Entire home/apt,159,2,1,1.0,1,19,1,holland,"The area features a playground and a garden, centered around the Balboaplein."
25,,Centrum-West,52.38104,4.88306,Entire home/apt,157,6,24,0.26,1,156,2,holland,The area features a wellness space at Svaha Yoga - Jordaan Shala alongside the cafe a Sense of Place - Hi-Fidelity Coffee.
52,,Centrum-Oost,52.36733,4.92055,Entire home/apt,707,2,99,0.88,2,281,0,holland,The surroundings feature a playground and an artwork.
65,,De Baarsjes - Oud-West,52.364,4.87814,Entire home/apt,119,5,71,0.61,1,14,3,holland,The area features the Leonardo Hotel Amsterdam and the billiards pub Keu Poolcafe.
186,,De Pijp - Rivierenbuurt,52.35262,4.89968,Entire home/apt,180,1,92,0.88,1,0,0,holland,The area features a school called De Avonturijn and a garden.
11,,Zuid,52.35597,4.88512,Entire home/apt,149,4,95,0.87,1,0,0,holland,"The area features Montessori Lyceum Amsterdam, which is a school. There is also a garden."
5435,,Centrum-West,52.37293,4.88354,Entire home/apt,400,1,1,1.0,1,339,1,holland,The surroundings are defined by the hotel Pulitzer.
147,,Centrum-Oost,52.36866,4.92071,Entire home/apt,843,2,113,1.34,2,256,0,holland,"The area is defined by the museum Werf 't Kromhout, a historic shipyard that serves as a significant landmark for maritime heritage."
125,,Centrum-Oost,52.3737,4.92581,Entire home/apt,120,14,84,0.84,1,33,2,holland,The area features a park.
106,,Westerpark,52.38525,4.88006,Entire home/apt,250,26,1,0.01,3,299,0,holland,"The area features the Gevallen Engel, an artwork that serves as a notable local landmark."
211,,Watergraafsmeer,52.35149,4.92265,Entire home/apt,140,3,43,0.54,1,130,0,holland,The area features a garden.
1473,,De Baarsjes - Oud-West,52.36002,4.85442,Entire home/apt,120,3,18,0.28,1,184,0,holland,The immediate area features a soccer pitch.
1437,,Zuid,52.347,4.85955,Entire home/apt,75,3,8,0.12,1,0,0,holland,The surroundings feature a garden.
1397,,Zuid,52.3497,4.84631,Entire home/apt,109,2,73,1.05,1,360,6,holland,"The area is centered around the Tobiasschool, which serves as the primary educational institution for the neighborhood."
1393,,Centrum-West,52.37617,4.87846,Entire home/apt,200,4,29,0.42,1,0,0,holland,There are no specific places listed to describe the surroundings.
1385,,Westerpark,52.38181,4.87683,Entire home/apt,135,3,39,0.58,1,2,2,holland,This area features a garden.
1660,,Oud-Noord,52.39461,4.91771,Entire home/apt,125,3,10,1.23,1,9,7,holland,"The area is defined by Noorderpark, a significant local green space that serves as a central hub for outdoor recreation and community activity."
1654,,Centrum-West,52.37966,4.88974,Private room,131,2,42,0.88,2,0,6,holland,This area features a public_bookcase.
1577,,De Baarsjes - Oud-West,52.37178,4.85301,Private room,47,2,205,3.86,2,22,23,holland,There are no specific places listed to describe.
1555,,Watergraafsmeer,52.35631,4.93949,Entire home/apt,250,3,3,0.08,1,53,0,holland,There are no specific places listed to describe.
1521,,Bos en Lommer,52.37732,4.86135,Entire home/apt,200,3,58,0.88,1,0,0,holland,The surroundings feature a garden.
1514,,Oostelijk Havengebied - Indische Buurt,52.3652,4.93744,Entire home/apt,79,5,8,0.15,1,0,0,holland,The area features a garden.
1346,,De Pijp - Rivierenbuurt,52.35277,4.90114,Entire home/apt,200,3,32,0.48,1,0,0,holland,The area features a garden.
5332,,Oud-Noord,52.38134,4.91465,Entire home/apt,120,7,0,,1,281,0,holland,There are no specific places listed to describe.
5319,,Oostelijk Havengebied - Indische Buurt,52.36229,4.94239,Entire home/apt,99,4,2,2.0,1,341,2,holland,The area features a garden.
1804,,Slotervaart,52.34927,4.83232,Entire home/apt,335,4,35,0.57,1,358,1,holland,"The area features Staalmanpark, a local park that serves as a primary green space for outdoor recreation and community activity."
1771,,Oud-Noord,52.38535,4.91641,Private room,72,1,224,3.58,1,75,19,holland,The area features a garden.
1704,,Westerpark,52.37767,4.87275,Entire home/apt,206,2,30,0.47,1,0,5,holland,The area features a garden.
1679,,De Pijp - Rivierenbuurt,52.34517,4.90242,Private room,86,2,106,2.13,1,296,5,holland,The surrounding area features a garden.
1964,,Westerpark,52.38579,4.87923,Entire home/apt,225,3,14,0.31,1,0,0,holland,"The area is defined by Westerpark, a significant public park that serves as a central green space for recreation and community events."
1946,,De Baarsjes - Oud-West,52.36747,4.85006,Entire home/apt,136,2,40,0.95,1,0,4,holland,"The area is defined by Rembrandtpark, a significant local park that provides extensive green space and recreational paths for the neighborhood."
1924,,Zuid,52.35416,4.87901,Entire home/apt,260,4,7,0.22,1,0,0,holland,This area features a garden.
1853,,Noord-West,52.41717,4.89798,Private room,54,1,133,2.29,1,20,8,holland,This area features a picnic table for outdoor seating.
5241,,De Baarsjes - Oud-West,52.36655,4.86362,Entire home/apt,70,2,4,1.54,1,1,4,holland,"The area features the park Caspar Flickhof, which serves as a local green space for the neighborhood."
1288,,Zuid,52.34255,4.84597,Private room,85,2,15,0.33,5,125,0,holland,"The area is anchored by Hotel Jansen, which serves as the primary establishment in the immediate vicinity."
1285,,Buitenveldert - Zuidas,52.34236,4.8781,Entire home/apt,225,4,9,0.13,1,0,0,holland,"The area is defined by Beatrixpark, a park that serves as a significant green space for the neighborhood."
2141,,Centrum-West,52.38304,4.88376,Private room,130,3,22,0.48,1,1,0,holland,"The area features Formocha, a tea shop that serves as a local destination for refreshments."
2123,,Centrum-Oost,52.37455,4.92243,Entire home/apt,190,4,10,0.23,1,0,0,holland,The area features a soccer pitch.
2089,,Oud-Noord,52.39898,4.90643,Private room,103,2,120,2.57,1,242,4,holland,"The area is defined by Aparthotel North, which serves as the primary accommodation in the immediate vicinity."
2055,,Buitenveldert - Zuidas,52.33797,4.86804,Entire home/apt,166,3,15,0.33,1,56,0,holland,The area features the fitness centre Trainmore.
2041,,Oud-Noord,52.38474,4.90903,Entire home/apt,225,3,19,0.34,1,0,1,holland,The area features a garden.
1971,,Oostelijk Havengebied - Indische Buurt,52.37278,4.9471,Entire home/apt,134,3,34,0.6,1,0,0,holland,"The area features a marina, specifically Jachthaven Piet Hein."
2277,,Buitenveldert - Zuidas,52.32872,4.85766,Private room,70,3,146,2.89,1,19,11,holland,"The area features Tennispark Buitenveldert, a dedicated sports centre for tennis."
2223,,Oostelijk Havengebied - Indische Buurt,52.37227,4.94747,Entire home/apt,140,3,5,0.09,1,0,0,holland,"The area is defined by the presence of Jachthaven Piet Hein, a marina that serves as a central hub for local nautical activity."
2182,,Geuzenveld - Slotermeer,52.38436,4.83226,Entire home/apt,184,4,11,0.21,1,0,0,holland,There are no specific places listed to describe the surroundings.
5103,,Bos en Lommer,52.38223,4.84905,Entire home/apt,44,3,1,0.24,1,59,1,holland,"The area is centered around the Multatulischool, which serves as the local educational institution."
5093,,Oud-Oost,52.36015,4.928,Entire home/apt,195,7,0,,1,95,0,holland,The surroundings feature a garden.
5086,,Geuzenveld - Slotermeer,52.382801,4.837267,Entire home/apt,150,6,0,,1,0,0,holland,The surroundings consist of residential apartment buildings.
2355,,Bos en Lommer,52.3782,4.86125,Entire home/apt,95,2,27,0.62,1,0,4,holland,The area features a garden.
