neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,surroundings_summary
Centrum-West,Private room,54,3,4,0.97,1,353,4,"Bar: Spijker Bar

The area reads as everyday-residential, as it lacks the high concentration of famous landmarks or major tourist attractions typically found in a tourist-prominent zone."
De Baarsjes - Oud-West,Entire home/apt,160,2,2,0.18,1,0,2,"clothes: Vief
community_centre: OT301
furniture: CriCri, De Stelling
prep_school: De Amsterdamse Plusklas
bicycle: Otto-bikes
pharmacy: Staring apotheek
ethiopian restaurant: Abyssinia
sports: Asahi sports
shoe_repair: John Kappetijn
hairdresser: Hairsalon Abyssinia
indian restaurant: Rangla Punjab
supermarket: Abyssinia African grocery
craft: pipoos
massage: Sunny days Chineese massage
beauty: Fabricati
middle_eastern fast_food: Mima Fresh Mediterranean

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services such as Staring apotheek, John Kappetijn, and Abyssinia African grocery, alongside community-focused spaces like OT301 and De Amsterdamse Plusklas."
Centrum-West,Entire home/apt,46,1,1,0.09,3,0,1,"clothes: Bershka, New Yorker, Solo, Bag
burger restaurant: Cuddle Pub
massage: Tibet Massage, Just in Case
information: Nieuwendijk
chemist: Kruidvat
gift: Souvenirs
mobile_phone: Buy 'N Fly
e-cigarette: Vaping & More
restaurant: La Zoccola del Pacioccone
tattoo: Tattoo & Gallery

This area reads as tourist-prominent. The specific draws that make it so are Souvenirs and Nieuwendijk, which is a well-known major shopping street that attracts high volumes of visitors."
De Pijp - Rivierenbuurt,Private room,51,1,24,6.32,9,353,24,"Breakfast cafe: Paul & Ninette Vinotheque
Hotel: MAX Hotel
Tattoo: Galya Gisca Tattoo
Beauty: Brow Atelier

The area reads as everyday-residential. The specific draws are the local service-oriented businesses like a beauty studio, a tattoo parlor, and a neighborhood cafe, which cater to the regular needs of residents rather than serving as major tourist landmarks or attractions."
De Pijp - Rivierenbuurt,Private room,51,1,17,2.51,9,329,17,"breakfast cafe: Paul & Ninette Vinotheque
hotel: MAX Hotel
tattoo: Galya Gisca Tattoo
beauty: Brow Atelier

The area reads as everyday-residential. The specific draws that make it so are the presence of a local vinotheque, a beauty studio, and a tattoo parlor, which cater to the regular needs and leisure activities of local residents rather than serving as major tourist landmarks."
Oud-Oost,Entire home/apt,177,1,13,2.09,6,298,13,"Garden: Hallo
Dentist: Dental Care East & West
Optician: Cornea Optiek
Deli: Avondverkoop
Interior_decoration: All The Luck In The World
Chinese restaurant: Mister Chen Cha House
Restaurant: Poké Perfect
Friture fast_food: Avondverkoop
Massage: Linnaeusstraat Massage

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services such as Dental Care East & West, Cornea Optiek, and Linnaeusstraat Massage, which cater to the routine needs of residents rather than visiting tourists."
Centrum-Oost,Entire home/apt,158,7,1,0.16,6,267,1,"Community centre: Concern Congres Centrum

The area reads as everyday-residential, as it lacks famous landmarks or major tourist attractions, with the primary draw being the local community centre."
Centrum-West,Entire home/apt,188,7,1,0.15,3,241,1,"Marketplace: Lapjesmarkt
Public_bookcase: Schout bij-nacht
Argentinian restaurant: La Reinita Empanadas
Museum: Pianola Museum
Supermarket: Jumbo
Restaurant: Kilo, Sins of Sal
Furniture: Vivant de Jordaan
Beauty: The Browbarber
Kiosk: Vivant de Jordaan

The area reads as everyday-residential. The specific draws that make it so are the presence of a local supermarket like Jumbo, a neighborhood kiosk like Vivant de Jordaan, and essential services such as The Browbarber and the local marketplace Lapjesmarkt, which cater primarily to the daily needs of residents rather than international tourists."
Centrum-West,Private room,271,1,0,,5,0,0,"Guest house: Herengracht 21
Hotel: Max Brown Hotel

The area reads as tourist-prominent. The specific draws are Herengracht 21 and Max Brown Hotel, which are hospitality establishments located in a historic, canal-side setting typically frequented by visitors."
Centrum-West,Private room,161,1,30,3.77,5,0,30,"Guest house: Herengracht 21
Hotel: Max Brown Hotel

The area reads as tourist-prominent. The specific draws are the Herengracht 21 guest house and the Max Brown Hotel, both of which cater to visitors staying in the city center."
Centrum-West,Hotel room,171,1,0,,5,0,0,"Guest house: Herengracht 21
Hotel: Max Brown Hotel

The area reads as tourist-prominent. The specific draws are the Herengracht 21 guest house and the Max Brown Hotel, both of which cater to visitors staying in the historic canal district."
Westerpark,Entire home/apt,133,4,0,,1,0,0,"The area contains no listed places. It reads as everyday-residential, as there are no famous landmarks or tourist attractions present."
Watergraafsmeer,Private room,166,2,7,2.04,6,345,7,No places provided. The area cannot be categorized.
Watergraafsmeer,Private room,166,2,6,1.84,6,349,6,No places provided. The area cannot be categorized.
Oostelijk Havengebied - Indische Buurt,Entire home/apt,131,2,5,1.06,1,11,5,"The provided list does not contain any places that match the specified types (garden, regional restaurant, pub). Based on the names provided, Café Insulinde and The Meets are cafes or dining establishments, not fitting the requested categories. Therefore, the area cannot be accurately categorized as tourist-prominent or residential using only the provided list."
Bijlmer-Oost,Entire home/apt,60,3,0,,1,2,0,"park: Bijlmerweide
garden: Bijlmerweide

The area reads as everyday-residential, as it is defined by a local recreational park and garden space rather than famous landmarks or major tourist attractions."
Bos en Lommer,Entire home/apt,99,1,0,,1,0,0,No nearby places provided. The area cannot be categorized.
De Pijp - Rivierenbuurt,Entire home/apt,136,2,4,1.28,1,3,4,No places provided. The area cannot be categorized.
Westerpark,Entire home/apt,114,3,18,6.14,9,290,18,No places were provided to categorize. The area cannot be assessed for its character.
Westerpark,Entire home/apt,126,3,36,4.89,9,297,36,No places provided. The area does not read as tourist-prominent or everyday-residential.
Westerpark,Entire home/apt,300,2,0,,1,0,0,"Pharmacy: Apotheek Frederik Hendrik
Doctors: Kappeyne van de Coppello, Matijn Roest
Garden: None
Artwork: None

The area reads as everyday-residential. The specific draws are the pharmacy and the doctors, which are essential services for local residents rather than tourist landmarks or attractions."
Oud-Noord,Entire home/apt,500,3,0,,6,59,0,"park: Papaverplantsoen
apartment: Aparthotel North

The area reads as everyday-residential. The specific draw is the presence of a local park and apartment-style housing, which serve the needs of residents rather than catering to tourists with famous landmarks or major attractions."
De Baarsjes - Oud-West,Entire home/apt,200,5,1,0.19,1,0,1,"Public bookcase: J.J. Cremerplein
Soccer pitch: J.J. Cremerplein
Chess pitch: J.J. Cremerplein
Playground: J.J. Cremerplein, J.J. Cremerplein
Picnic_table: J.J. Cremerplein
Community_centre: Buurtcentrum Cremerplein, Buurthuis Cremerplein
Basketball pitch: J.J. Cremerplein
Picnic_site: J.J. Cremerplein

The area reads as everyday-residential. The specific draws that make it so are the presence of community centres like Buurtcentrum Cremerplein and Buurthuis Cremerplein, alongside local recreational facilities such as the playground, soccer pitch, and chess pitch at J.J. Cremerplein, which serve the daily needs of the local neighborhood rather than catering to tourists."
Zuid,Private room,76,1,65,11.96,7,365,65,"Clothes: Essentiel Antwerp, Hilfiger, Massimu Dutti, Petit Bateau, Reflections, The Society Shop
Optician: Oogappel
Interior_decoration: Zara Home
Bakery: None
Hotel: Conservatorium
Jewelry: Bonebakker
Vacant: None

The area reads as tourist-prominent. The presence of the Conservatorium hotel and luxury retailers such as Bonebakker indicates a high-end, destination-oriented district that caters to visitors rather than everyday residential needs."
Zuid,Private room,74,1,5,0.97,7,330,5,"Interior decoration: Zara Home
Bakery: None
Hotel: Conservatorium
Jewelry: Bonebakker
Clothes: Caroline Biss, Diesel, Hackett, Hilfiger, Marina Rinaldi, Massimu Dutti, Petit Bateau

The area reads as tourist-prominent. The presence of the Conservatorium, a high-end luxury hotel, combined with a collection of premium international fashion brands and a specialized jewelry boutique, indicates a high-traffic destination area catering to affluent travelers and visitors rather than an everyday-residential neighborhood."
Zuid,Private room,135,1,0,,7,330,0,"Garden: City Garden
Clothes: Flâneur
Hotel: None

The area reads as everyday-residential. The specific draw is City Garden, which serves as a local recreational space rather than a major tourist landmark."
Zuid,Private room,74,2,40,7.41,7,330,40,"Restaurant: Ottolenghi
Variety_store: La Casa del Habano - Amsterdam
Interior_decoration: Zara Home
Hotel: Conservatorium
Jewelry: Bonebakker
School: Christelijke basisschool Instituut Schreuder

The area reads as tourist-prominent. The specific draws that make it so are the Conservatorium hotel, the luxury jewelry store Bonebakker, and the high-end culinary destination Ottolenghi, which attract visitors to this upscale district."
Geuzenveld - Slotermeer,Entire home/apt,150,3,0,,1,364,0,"Place types: playground (1), picnic_table (1)

The area reads as everyday-residential. The specific draws are the playground and picnic_table, which serve as local neighborhood amenities rather than major tourist attractions."
Zuid,Private room,91,1,3,2.14,7,330,3,"Interior decoration: Zara Home
Bakery: Nespresso
Clothes: Caroline Biss, Claudia Sträter, Diesel, Hackett, Hilfiger, Marina Rinaldi, Massimu Dutti, Michael Kors, Paul Smith, Petit Bateau
Gift: Nespresso
Jewelry: Cartier

This area reads as tourist-prominent. The presence of high-end luxury brands such as Cartier, Paul Smith, and Michael Kors, combined with a dense concentration of international fashion retailers, indicates a premium shopping district designed to attract visitors and affluent shoppers rather than serving as an everyday-residential neighborhood."
Zuid,Entire home/apt,90,5,1,0.19,1,311,1,"No places were provided in the list, so no nearby places can be named. The area cannot be categorized as tourist-prominent or everyday-residential based on the provided information."
Centrum-West,Private room,143,2,8,2.07,1,219,8,"Public bookcase: None
Copyshop: Drukkerij De Haan
Doctors: Expat Medical Centre
Hotel: Mr Jordaan

The area reads as everyday-residential. While Mr Jordaan is a hotel, the presence of an Expat Medical Centre and a local printing shop like Drukkerij De Haan indicates a neighborhood service hub rather than a major tourist-prominent landmark district."
Centrum-West,Entire home/apt,119,5,3,0.54,6,135,3,"international restaurant: De Reiger
jewelry: Galilea
gallery: patina
gift: Egelantiersgracht
attraction: Egelantiersgracht

The area reads as everyday-residential. The specific draws that make it so are De Reiger, Galilea, and patina, which function as local neighborhood establishments rather than high-traffic tourist landmarks."
Oud-Oost,Entire home/apt,265,3,2,2.0,1,85,2,"boat_rental: Mokumboot Amsterdam Weesper
restaurant: Troef, Weesper
garden: None

The area reads as everyday-residential. The specific draws are the local restaurants Troef and Weesper, which serve the immediate neighborhood rather than acting as major tourist-prominent landmarks."
Oud-Noord,Entire home/apt,145,1,13,2.77,1,0,13,"Museum: Museum Amsterdam Noord

The area reads as tourist-prominent due to the presence of Museum Amsterdam Noord."
Centrum-West,Private room,99,3,7,1.56,9,41,7,"Marina: City Marina IJdock

The area reads as tourist-prominent. The specific draw is City Marina IJdock, which serves as a central hub for water-based tourism and recreational boating in a high-profile waterfront location."
Bos en Lommer,Entire home/apt,120,3,0,,1,22,0,"Pharmacy: Apotheek Bos en Lommer
Turkish restaurant: Meram
Clothes: Apino, La Peri
Elevator: (None listed)
Coffee_shop cafe: Coffee Company

The area reads as everyday-residential. The specific draws that make it so are Apotheek Bos en Lommer, Meram, Apino, La Peri, and Coffee Company, which serve the daily needs of local residents rather than catering to tourists."
De Baarsjes - Oud-West,Entire home/apt,350,3,0,,1,365,0,"Restaurant: Sebonsa Bodega, Warung Redjo Kim & Jane
Bicycle: Amsterdamse Fietswinkel

The area reads as everyday-residential. The specific draws are the local bicycle shop and the neighborhood-style eateries, which serve the daily needs of residents rather than catering to tourists visiting famous landmarks."
Westerpark,Entire home/apt,200,3,4,0.89,1,0,4,There are no places to list. The area does not read as tourist-prominent or everyday-residential as no specific draws were provided.
Centrum-Oost,Entire home/apt,180,7,5,3.49,2,336,5,"Community centre: Rita Community Center
Hairdresser: B'Femme
Bicycle: Secret Village
Pub: Who Cares
Gift: Secret Village
Clothes: Shirt Shop
Gallery: Galerie WIHH

The area reads as everyday-residential. The specific draws that make it so are the Rita Community Center, B'Femme, and Who Cares, which serve the daily needs and social habits of local residents rather than catering to international tourists."
Buitenveldert - Zuidas,Private room,59,2,8,1.44,2,363,8,"Garden: None
Doctors: Huisartsen MC Gelderlandplein
Butcher: van de Raa
Wine: The Art of Wines
Supermarket: Ekoplaza
Kindergarten: Bambini BSO
Clinic: Medisch Centrum Gelderlandplein
Apartment: None
Soccer pitch: None
Playground: None

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services including a supermarket (Ekoplaza), a butcher (van de Raa), medical facilities (Huisartsen MC Gelderlandplein and Medisch Centrum Gelderlandplein), and childcare (Bambini BSO), which cater to the daily needs of local residents rather than tourists."
De Baarsjes - Oud-West,Entire home/apt,113,3,3,0.62,1,0,3,"Bakery: Mano Bakery
Beauty: GO NKD
Tea: Teahouse
Ramen restaurant: OTEMBA - ramen
Indian restaurant: Tandoori Express
Community_centre: Da Costa

The area reads as everyday-residential. The specific draws that make it so are the presence of a community centre (Da Costa) and a variety of local dining and service establishments (Mano Bakery, GO NKD, Teahouse, OTEMBA - ramen, Tandoori Express) that cater to the daily needs of local residents rather than tourists."
De Baarsjes - Oud-West,Entire home/apt,120,3,0,,2,0,0,"Bar: Bar MiMi

The area reads as everyday-residential, as it is defined by a local establishment rather than famous landmarks or tourist attractions."
De Aker - Nieuw Sloten,Private room,49,7,3,0.97,2,83,3,"Place types: playground (1)

Area type: everyday-residential. There are no famous landmarks or attractions nearby, and the presence of a single playground indicates a neighborhood-focused space for local residents."
Westerpark,Entire home/apt,120,3,0,,1,0,0,"Garden: Westerpark
Bicycle: Nick's Rijwielherstel
Hairdresser: Westerpark Maryam Hair & Beauty
Outdoor: Trail.NL

The area reads as everyday-residential. The specific draws that make it so are the presence of a local bicycle repair shop, a neighborhood hair and beauty salon, and a local outdoor trail service, which collectively serve the routine needs of residents rather than catering to international tourism."
Centrum-West,Private room,209,1,0,,4,362,0,"theatre: De Toneelmakerij

The area reads as everyday-residential, as the draw is a specific cultural institution focused on youth theatre production rather than a major tourist landmark."
De Baarsjes - Oud-West,Entire home/apt,100,3,2,0.52,1,8,2,"Restaurant: Sebonsa Bodega
Bicycle: Amsterdamse Fietswinkel

The area reads as everyday-residential. The specific draws that make it so are the inclusion of a local bicycle shop and a neighborhood bodega, which serve the daily needs of residents rather than catering to tourists with major landmarks or attractions."
Westerpark,Entire home/apt,275,2,7,1.83,1,138,7,"park: Westerpark
playground: Westerpark

The area reads as everyday-residential because it is centered around a local park and playground, which serve as community spaces rather than global tourist attractions."
Centrum-Oost,Entire home/apt,134,5,2,0.44,1,0,2,"Hotel: Hotel Allure
Social facility: Jellinek / Sinai Centrum / Punt P / Arkin Basis GGZ
Spanish restaurant: Cantina Caliente
Cinema: Kriterion

The area reads as everyday-residential. The specific draws that make it so are the presence of a social facility like Jellinek / Sinai Centrum / Punt P / Arkin Basis GGZ and a local cinema like Kriterion, which serve the daily needs and cultural interests of local residents rather than catering primarily to tourists."
Osdorp,Private room,60,1,304,53.96,5,318,304,"Information: Inormation board Osdorpplein

The area reads as everyday-residential. The specific draw is the Inormation board Osdorpplein, which serves the local community by providing navigational and civic details within a neighborhood-focused shopping and residential square."
Osdorp,Private room,69,1,167,30.36,5,365,167,"Information: Inormation board Osdorpplein

The area reads as everyday-residential. The specific draw is the Inormation board Osdorpplein, which serves the local community by providing navigational and municipal updates for the Osdorpplein neighborhood."
Slotervaart,Entire home/apt,275,5,0,,1,0,0,"park: Rembrandtpark
apartment: Sky Home

The area reads as everyday-residential. The specific draw is Sky Home, which functions as a residential living space, supported by the local community amenity of Rembrandtpark."
Centrum-Oost,Private room,94,2,3,0.74,1,14,3,"Cinema: Kriterion
Restaurant: Lebkov & Sons
University: Roeterseiland (UvA)

The area reads as everyday-residential. The specific draw is the university campus, which functions as a hub for students and local residents rather than a destination for international sightseeing or famous landmarks."
De Baarsjes - Oud-West,Entire home/apt,338,2,3,0.67,1,96,3,"beauty: Beatrijs Smulders, SKIN
restaurant: Toussaint
pub: Gertrude
playground: Slot Meesenstijn
kindergarten: The Laser Lab
artwork: Houseboat Lady Jane
park: Slot Meesenstijn
guest_house: Houseboat Lady Jane

The area reads as everyday-residential. The specific draws are the presence of local services such as a kindergarten, a playground, and beauty salons, which cater to the daily needs of neighborhood residents rather than international tourists."
De Baarsjes - Oud-West,Entire home/apt,350,2,1,0.25,1,0,1,"Bar: Night Kitchen
Restaurant: Paloma Blanca
Bakery: Levain et le vin
Beauty: Drogisterij Body & Beauty, Juni nails
Music: Speijers Platen
Hairdresser: Cut throat
African restaurant: Fenan Klein Afrika
Cafe: Café New Olympia
Maroccan restaurant: Macey's
Lunch cafe: Juice Brothers
Hotel: Annette's Bed & Breakfast
Bicycle: Wiel tot wiel tweewielers
Deli: STACH
Electronics: Electro-Walst
Chemist: Coffee Roastery

The area reads as everyday-residential. The specific draws that make it so include a variety of local service-oriented businesses such as a bicycle shop, a chemist, a hairdresser, and multiple beauty salons, alongside neighborhood-focused food spots like a deli, bakery, and lunch cafe, which cater to the daily needs of local residents rather than transient tourists."
De Pijp - Rivierenbuurt,Entire home/apt,140,25,0,,1,60,0,No places were provided to categorize. The area cannot be assessed as tourist-prominent or everyday-residential.
De Baarsjes - Oud-West,Entire home/apt,150,3,3,2.0,2,64,3,"Computer: PC Dokter
Cannabis: Blue Lagoon
Indian restaurant: Rangla Punjab

The area reads as everyday-residential. The specific draws that make it so are the presence of a local computer repair service and a neighborhood restaurant, which serve the routine needs of local residents rather than catering to tourists."
IJburg - Zeeburgereiland,Entire home/apt,95,7,1,0.75,1,166,1,"hairdresser: Antonio's Barbershop
playground: None

The area reads as everyday-residential because it lacks famous landmarks or attractions, featuring only local service-oriented businesses."
De Baarsjes - Oud-West,Entire home/apt,150,2,3,0.6,1,321,3,"No places were provided in the list, so no nearby places can be named. The area cannot be categorized as either tourist-prominent or everyday-residential based on the provided information."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,165,3,0,,1,25,0,No places provided. The area cannot be categorized.
Centrum-West,Entire home/apt,300,2,1,0.27,1,13,1,"soccer pitch: De Linde
playground: Noorderspeeltuin, De Linde
table_tennis pitch: De Linde
hairdresser: Daniel International Hairstylist
wine: Au Paradis
computer: MacRepair.nl
car_repair: De Linde
greengrocer: Jouw Groenteman

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services such as a greengrocer (Jouw Groenteman), a hairdresser (Daniel International Hairstylist), and computer repair (MacRepair.nl), alongside community-focused recreational spaces like the playground (Noorderspeeltuin) and sports facilities (De Linde)."
Geuzenveld - Slotermeer,Entire home/apt,150,6,0,,1,0,0,"Place types: apartment (1)

Area classification: everyday-residential. The area is defined by the presence of an apartment, indicating a focus on housing rather than tourist-oriented landmarks or attractions."
Oud-Oost,Entire home/apt,195,7,0,,1,95,0,There are no places to list. The area does not read as tourist-prominent or everyday-residential.
Bos en Lommer,Entire home/apt,44,3,1,0.24,1,59,1,"School: Multatulischool

The area reads as everyday-residential, as the presence of a local school serves the daily needs of the neighborhood residents."
Centrum-West,Entire home/apt,120,3,5,1.39,4,0,5,"Veterinary: DierenDokters
Fire_station: Kazerne Hendrik

The area reads as everyday-residential. The specific draws that make it so are the presence of a local veterinary clinic and a fire station, which are essential community services rather than tourist attractions or famous landmarks."
De Baarsjes - Oud-West,Entire home/apt,108,2,0,,1,0,0,"public_bookcase: Bieb
dentist: Tandarts Tanis

The area reads as everyday-residential. The specific draws are the local community resource and the essential healthcare service, which cater to the needs of local residents rather than tourists."
Centrum-West,Entire home/apt,105,1,5,1.32,1,10,5,"Hotel: Mr Jordaan, De Nieuwe Lelie
Beauty: van Ilse
Pub: De Nieuwe Lelie

The area reads as tourist-prominent. The specific draws are the presence of multiple hotels, which cater to visitors staying in the city, and the pub De Nieuwe Lelie, which serves as a social destination in a popular district."
De Baarsjes - Oud-West,Entire home/apt,100,7,2,0.49,1,8,2,"convenience: Mini Mix (Russian Store)
playground: None

The area reads as everyday-residential. The presence of a local specialty convenience store suggests a neighborhood serving the daily needs of residents rather than catering to visitors."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,600,3,0,,1,3,0,"marina: Jachthaven Piet Hein
viewpoint: Pythonbrug
park: Keesje Brijdeplantsoen

The area reads as everyday-residential. The specific draws are the local marina and the neighborhood park, which serve the daily recreational needs of local residents rather than functioning as major tourist landmarks."
Centrum-West,Entire home/apt,200,3,2,0.51,1,34,2,"Hotel: Di-Ann City Centre Hotel, Hotel de Westertoren, Sharm Hotel, La Belle Vue
Clothes: The Pelican Studio
Restaurant: Il Panorama
Gift: Di-Ann, Dam
Optician: Bas Optiek
Confectionery: Bakkerij Andere Koek

The area reads as tourist-prominent. The specific draws that make it so are the presence of Dam, which is a major landmark, and multiple hotels including Di-Ann City Centre Hotel, Hotel de Westertoren, Sharm Hotel, and La Belle Vue."
Watergraafsmeer,Private room,62,2,23,5.66,1,57,23,There are no places listed to categorize. The area does not contain enough information to determine if it is tourist-prominent or everyday-residential.
Centrum-West,Private room,99,2,0,,4,0,0,"Restaurant: Angus Steak House, Bagels Sandwich Village, Made in Sud
Convenience: De Denneboom
Growshop: Cannabis Seed Bank
Nutrition_supplements: Vitamin Advice Shop
Music: KILLACUTZ Records
Locker: Luggage Depot
Watches: Watchme Amsterdam
Hotel: INK Hotel Amsterdam, The Highlander
Italian restaurant: Verona
Cafe: Moussaïque
Hostel: Xplore Hostel Amsterdam
Spanish cafe: De Spaanse Ruiter
Hairdresser: Boudewijn Veltman, Oh You Pretty Things
Art: Casa del Toro
Bakery: (None from list)
General: (None from list)

The area reads as tourist-prominent. The presence of INK Hotel Amsterdam, The Highlander, Xplore Hostel Amsterdam, and Luggage Depot indicates a high volume of visitors, while Angus Steak House and the central location suggest a focus on serving travelers rather than local residents."
Bos en Lommer,Entire home/apt,100,4,0,,1,0,0,"Turkish restaurant: Kahvealti
Hardware: De Prijshamer
Chemist: Etos
Newsagent: Primera
Convenience: Odin, SIMO
Pub: Cafe 't Lommertje
Beauty: Sorti Beatycenter
Kebab fast_food: Lezzet Grillroom
Butcher: Slagerij Beyaz Saray
Pet: Aytaco
Hairdresser: Cinderella

The area reads as everyday-residential. It is defined by essential local services such as a butcher (Slagerij Beyaz Saray), a chemist (Etos), a newsagent (Primera), and convenience stores (Odin, SIMO), which cater to the daily needs of local residents rather than tourists."
Westerpark,Entire home/apt,225,3,4,1.28,1,38,4,"School: Cartesius Lyceum
Garden: Frederik Hendrikplantsoen

The area reads as everyday-residential. The specific draws are the local school and the neighborhood garden, which serve the daily needs of residents rather than catering to tourists or housing famous landmarks."
De Pijp - Rivierenbuurt,Private room,127,2,4,2.5,1,355,4,"Place types:
arts_centre: Cultuurhuis Diamantslijperij
place_of_worship: Theosophische Vereniging

The area reads as everyday-residential. The specific draws are the local arts centre and the place of worship, which serve the immediate community rather than functioning as major tourist landmarks or attractions."
Bos en Lommer,Entire home/apt,279,4,0,,1,6,0,The area contains no listed places. It does not read as tourist-prominent or everyday-residential.
Centrum-Oost,Entire home/apt,155,3,5,1.38,1,0,5,"Place types: playground (1)

The area reads as everyday-residential, as there are no famous landmarks or attractions listed."
Bijlmer-Oost,Entire home/apt,179,1,5,1.39,1,0,5,"Garden: Professor Joop van Stigtpark
Playground: Professor Joop van Stigtpark
Basketball pitch: Professor Joop van Stigtpark
School: Wereldwijs
Park: Professor Joop van Stigtpark

The area reads as everyday-residential. The specific draws that make it so are the inclusion of a local school, Wereldwijs, and a community-focused green space, Professor Joop van Stigtpark, which serves as a neighborhood facility rather than a global tourist destination."
Slotervaart,Private room,49,2,7,1.88,1,86,7,"artwork: Raammannetjes
garden: Herdenkingskerk
place_of_worship: Herdenkingskerk

The area reads as everyday-residential. The specific draws are the local church and the public artwork, which serve the immediate community rather than functioning as major tourist landmarks."
Oud-Oost,Entire home/apt,114,1,5,3.13,2,6,5,There are no places provided in the list to categorize. The area cannot be assessed as tourist-prominent or everyday-residential without specific landmarks or draws.
Centrum-Oost,Private room,60,1,5,1.34,20,0,5,"Restaurant: Grand Café DeLaMar, La Bohème
Artwork: Milk
Theatre: DeLaMar, Internationaal Theater Amsterdam, Melkweg
Italian restaurant: Fantasia Trattoria
Hotel: None

The area reads as tourist-prominent. The specific draws that make it so are DeLaMar, Internationaal Theater Amsterdam, and Melkweg, which are major cultural and entertainment venues that attract significant visitor traffic."
De Baarsjes - Oud-West,Entire home/apt,70,2,4,1.54,1,1,4,"park: Caspar Flickhof

The area reads as everyday-residential. The specific draw is the local park, which serves as a neighborhood green space rather than a famous landmark or major tourist attraction."
Centrum-West,Private room,374,1,3,3.0,2,66,3,"Bus station: Busstation Elandsgracht
Fuel: Esso
Bar: Bluescafé Maloe Melo

The area reads as everyday-residential. The specific draws are the functional transit hub of Busstation Elandsgracht and the convenience of the Esso fuel station, which serve the daily needs of local residents rather than catering to tourists visiting famous landmarks."
Bijlmer-Centrum,Entire home/apt,188,2,4,2.11,1,363,4,"No places were provided in the list to categorize. Therefore, the area cannot be assessed as either tourist-prominent or everyday-residential based on the provided data."
Centrum-Oost,Entire home/apt,75,7,0,,22,265,0,"theatre: DeLaMar, Melkweg
hotel: Boutique Hotel View, Hotel Titus, Kooyk Hotel, Weber Hotel, Weber Studios
restaurant: Lux
apartment: Milk
bar: Bar Weber, Weber

The area reads as tourist-prominent. The presence of multiple hotels and major cultural venues like DeLaMar and Melkweg indicates a high volume of visitors and a focus on entertainment and hospitality."
De Baarsjes - Oud-West,Private room,45,1,6,2.73,2,359,6,"Place types:
Restaurant: Café Cook
Place of worship: Jeruzalemkerk

The area reads as everyday-residential. The specific draws are the local dining options and community-focused religious institutions that serve the daily needs of local residents rather than international tourists."
Westerpark,Entire home/apt,125,3,0,,1,0,0,"marina: Staverno
garden: Why not
boat_rental: Sloepdelen.nl
picnic_table: Why not
artwork: Why not

The area reads as everyday-residential. The specific draws are the boat rental service and the garden, which suggest a local community leisure space rather than a destination for famous landmarks or major tourist attractions."
Centrum-West,Entire home/apt,225,2,2,1.18,1,5,2,"Garden: Castillo
Indian restaurant: Memories of India, Restaurant Shiva
Hotel: The Albus
Local restaurant: Bella Regina
Restaurant: La Casa Di Angelo, Maya, Senses by Lard Bertelsen
Cannabis: Free I Coffeeshop
Bar: Bar Bacán, Café Bar De Duivel, Door 74, Feijoa
Cafe: Regular & Jack
Grill restaurant: Aurora Kontakt B.V.
Electronics: None

The area reads as tourist-prominent. The presence of a hotel like The Albus, high-end dining such as Senses by Lard Bertelsen, and popular nightlife and social spots like Door 74 and Free I Coffeeshop indicates a central location designed to cater to visitors rather than a quiet everyday-residential neighborhood."
Centrum-West,Entire home/apt,188,4,4,2.4,1,25,4,"toys: Mechanisch Speelgoed
appliance: World of Nix
deli: Terre Lente
furniture: Anno Design
books: Island Bookstore
optician: Ralph Optiek
cafe: De Anjelier
restaurant: Raïnaraï
gallery: Marion Bloem
beverages: Delicious Food
tailor: De Gouden Schaar
laundry: The Clean Brothers Wasserette
health_food: SLA
chemist: Lavendula
convenience: Hinata
ramen restaurant: Omelegg

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services such as a laundry (The Clean Brothers Wasserette), a tailor (De Gouden Schaar), a chemist (Lavendula), and a convenience store (Hinata), which cater to the daily needs of local inhabitants rather than transient visitors."
Oud-Oost,Entire home/apt,214,7,1,1.0,1,50,1,"dentist: Amsterdental

This area reads as everyday-residential, as the only listed draw is a local dental practice."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,99,4,2,2.0,1,341,2,No places provided.
Oud-Noord,Entire home/apt,120,7,0,,1,281,0,"No places were provided in the list, so no nearby places can be named. The area cannot be categorized as tourist-prominent or everyday-residential based on the provided information."
Buitenveldert - Zuidas,Entire home/apt,148,3,0,,1,0,0,"college: Cheider
playground: Cheider

The area reads as everyday-residential, as the presence of a school and its associated playground serves the local community rather than acting as a famous landmark or tourist attraction."
Watergraafsmeer,Entire home/apt,175,2,2,2.0,1,28,2,No places provided. The area reads as everyday-residential.
