index,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,surroundings_summary
2344,,Westerpark,52.37613,4.87697,Entire home/apt,185,5,6,0.12,1,0,0,holland,"marina: Staverno
laundry: NiDA Wasserij Stomerij

The area reads as everyday-residential. The specific draws are the presence of a local laundry service and a marina, which serve the daily needs and recreational activities of local residents rather than catering to tourists."
2358,,Westerpark,52.38391,4.87971,Entire home/apt,200,2,8,0.18,1,0,0,holland,"studio: Echobox

The area reads as everyday-residential, as there are no famous landmarks or major tourist attractions listed."
5108,,Centrum-West,52.37278,4.87501,Entire home/apt,120,3,5,1.39,4,0,5,holland,"Veterinary: DierenDokters
Fire_station: Kazerne Hendrik

The area reads as everyday-residential. The specific draws that make it so are the presence of a local veterinary clinic and a fire station, which are essential community services rather than tourist attractions or famous landmarks."
5154,,De Baarsjes - Oud-West,52.36232,4.86093,Entire home/apt,108,2,0,,1,0,0,holland,"public_bookcase: Bieb
dentist: Tandarts Tanis

The area reads as everyday-residential. The specific draws are the local community resource and the essential healthcare service, which cater to the needs of local residents rather than tourists."
5171,,De Baarsjes - Oud-West,52.36261,4.85446,Entire home/apt,100,7,2,0.49,1,8,2,holland,"convenience: Mini Mix (Russian Store)
playground: None

The area reads as everyday-residential. The presence of a local specialty convenience store suggests a neighborhood serving the daily needs of residents rather than catering to visitors."
2202,,Geuzenveld - Slotermeer,52.37352,4.82235,Entire home/apt,149,3,10,0.19,1,1,2,holland,"park: Sloterpark
marina: De Duikelaar

The area reads as everyday-residential. The specific draw is Sloterpark, which serves as a local recreational space for residents rather than a destination for international tourism."
2251,,Noord-West,52.41943,4.87126,Entire home/apt,146,1,60,1.12,7,153,7,holland,"Type: pitch (1), sports_centre (1)

The area reads as everyday-residential. The specific draw is Sportpark Melkweg, which serves as a local recreational facility for community sports rather than a major tourist landmark."
3003,,Oostelijk Havengebied - Indische Buurt,52.37383,4.94703,Private room,76,2,40,1.0,1,1,0,holland,"Park: Keesje Brijdeplantsoen
Playground: Keesje Brijdeplantsoen

The area reads as everyday-residential. The specific draw is the local green space and recreational facility provided by Keesje Brijdeplantsoen, which serves the immediate neighborhood rather than acting as a major tourist destination."
3017,,Oud-Oost,52.35663,4.92413,Entire home/apt,225,5,6,0.16,1,0,0,holland,The area contains no nearby places. It does not read as tourist-prominent or everyday-residential.
3043,,Bos en Lommer,52.38252,4.85443,Private room,47,2,37,0.96,2,0,0,holland,No places provided. The area cannot be categorized.
2885,,Centrum-West,52.37468,4.87818,Private room,224,2,119,3.05,1,258,29,holland,"gallery: Galerie Staaf
public_bookcase: None

The area reads as everyday-residential. The presence of a single gallery and the absence of major landmarks or high-traffic attractions suggest a quiet, localized environment rather than a tourist-prominent one."
3047,,De Baarsjes - Oud-West,52.37307,4.85379,Entire home/apt,110,2,18,0.45,1,0,6,holland,"sandwich fast_food: Broodje Daan
garden: None

The area reads as everyday-residential. The specific draw is Broodje Daan, which functions as a local food establishment rather than a major tourist landmark."
3055,,Westerpark,52.37547,4.87017,Hotel room,161,2,27,1.0,20,269,3,holland,"public_bookcase: Boekenkast
park: None

The area reads as everyday-residential. The specific draw is the presence of a Boekenkast, which serves the local community rather than acting as a famous landmark or tourist attraction."
3072,,Centrum-Oost,52.36334,4.88664,Private room,242,1,17,1.1,2,0,0,holland,"gallery: Galerie AdK Actuele Kunst
hotel: Hotel Mozart

The area reads as everyday-residential. The specific draws that make it so are the presence of a local gallery and a hotel, which function as neighborhood amenities rather than major tourist-prominent landmarks or attractions."
3109,,Noord-West,52.40711,4.90547,Private room,30,1,12,0.37,2,0,1,holland,No places were provided to categorize. The area cannot be assessed as tourist-prominent or everyday-residential based on the provided list.
3151,,Slotervaart,52.36082,4.8238,Entire home/apt,90,3,3,0.11,1,0,0,holland,"arts_centre: Broedplaats HW10
table_tennis pitch: Broedplaats HW10

The area reads as everyday-residential. The specific draw is Broedplaats HW10, which functions as a local creative workspace and community hub rather than a major tourist landmark."
2966,,Centrum-Oost,52.36384,4.90131,Private room,80,3,91,2.27,2,274,21,holland,"attraction: Magere Brug
public_bookcase: none

The area reads as tourist-prominent. The specific draw is Magere Brug, a famous historic bridge and landmark that attracts visitors for its scenic architecture."
2970,,Centrum-Oost,52.36384,4.90131,Private room,75,3,79,1.99,2,0,1,holland,"Attraction: Magere Brug
Public bookcase: None

The area reads as tourist-prominent. The specific draw is Magere Brug, a famous historic bridge that serves as a major landmark and sightseeing destination in Amsterdam."
892,,Westerpark,52.3822,4.87139,Entire home/apt,97,3,331,4.19,1,121,16,holland,"hairdresser: Florin
garden: Florin

The area reads as everyday-residential, as it lacks the high-profile landmarks or major attractions typically associated with tourist-prominent locations."
3152,,Oostelijk Havengebied - Indische Buurt,52.36258,4.93342,Entire home/apt,150,3,13,5.13,1,337,6,holland,"Garden: Marijke's guestroom
Hotel: Marijke's guestroom

The area reads as everyday-residential. The specific draw is the presence of a guestroom, which suggests a private, home-based accommodation rather than a commercial tourist hub or landmark-dense district."
3210,,De Pijp - Rivierenbuurt,52.35069,4.89704,Entire home/apt,200,2,8,0.23,1,0,0,holland,"garden: None
school: 9e Montessorischool De Scholekster

The area reads as everyday-residential because the only listed place is a local school."
3220,,Watergraafsmeer,52.35645,4.93407,Entire home/apt,147,14,8,0.3,1,0,0,holland,"School: Bassischool Frankendael (locatie Hogeweg)
Garden: Frankendael

The area reads as everyday-residential. The primary draw is the school, which serves the local community, while the garden provides a neighborhood green space rather than a major tourist attraction."
2288,,Bos en Lommer,52.37371,4.85177,Private room,47,2,176,3.36,2,49,18,holland,"Artwork: Beeld van brons en steen
Park: Erasmuspark

The area reads as everyday-residential. The specific draw is the Erasmuspark, which serves as a local community green space rather than a major tourist destination."
2117,,IJburg - Zeeburgereiland,52.35436,5.00273,Entire home/apt,300,3,57,1.05,1,350,8,holland,"Place types: none.

The area reads as everyday-residential, as there are no specific draws or landmarks listed."
2173,,Oud-Oost,52.3594,4.9065,Entire home/apt,158,5,24,0.43,1,0,0,holland,"university: Amstelcampus
restaurant: Amstelhaven

The area reads as everyday-residential. The specific draws are a university campus and a local restaurant, which serve the daily needs of students and neighborhood residents rather than catering to tourists or major sightseeing attractions."
3373,,De Pijp - Rivierenbuurt,52.34317,4.90882,Entire home/apt,135,1,15,0.53,1,0,0,holland,"bicycle: Slob fietsen

The area reads as everyday-residential, as it is defined by a local business serving the daily transportation needs of residents."
5007,,De Baarsjes - Oud-West,52.36453,4.85263,Entire home/apt,100,3,2,0.52,1,8,2,holland,"Restaurant: Sebonsa Bodega
Bicycle: Amsterdamse Fietswinkel

The area reads as everyday-residential. The specific draws that make it so are the inclusion of a local bicycle shop and a neighborhood bodega, which serve the daily needs of residents rather than catering to tourists with major landmarks or attractions."
5022,,Slotervaart,52.36323,4.8444,Entire home/apt,275,5,0,,1,0,0,holland,"park: Rembrandtpark
apartment: Sky Home

The area reads as everyday-residential. The specific draw is Sky Home, which functions as a residential living space, supported by the local community amenity of Rembrandtpark."
868,,Centrum-West,52.37496,4.87835,Entire home/apt,600,3,25,0.52,1,69,2,holland,"public_bookcase: Egelantiersgracht
attraction: Egelantiersgracht

The area reads as tourist-prominent. The specific draw is Egelantiersgracht, which is a famous and picturesque canal in the historic Jordaan district of Amsterdam, widely recognized as a major landmark for visitors."
1237,,Centrum-West,52.37159,4.88023,Entire home/apt,449,3,55,0.78,1,319,2,holland,"fitness_centre: Double Shift
garden: None

The area reads as everyday-residential. The presence of Double Shift suggests a local facility serving the immediate community rather than a destination for visitors."
1243,,Centrum-West,52.37072,4.87541,Entire home/apt,195,3,3,0.05,1,123,0,holland,"Artwork: Energie en tijd
Playground: None

This area reads as everyday-residential. The specific draw is Energie en tijd, which serves as a localized piece of public art rather than a major tourist landmark."
1277,,De Baarsjes - Oud-West,52.36397,4.86027,Entire home/apt,232,3,6,0.15,1,0,0,holland,"internet_cafe: Citynet
bar: Flamingo's

The area reads as everyday-residential. The specific draws are the internet cafe and local bar, which serve the daily needs of residents rather than catering to tourists or sightseeing."
1293,,Centrum-West,52.3741,4.87786,Entire home/apt,111,2,73,1.03,1,262,5,holland,"Gallery: Galerie Staaf
Darts bar: Cafe de Muurbloem

The area reads as everyday-residential. The specific draws that make it so are Cafe de Muurbloem and Galerie Staaf, which function as local neighborhood amenities rather than major tourist landmarks or attractions."
5226,,Oud-Oost,52.35791,4.92193,Entire home/apt,114,1,5,3.13,2,6,5,holland,There are no places provided in the list to categorize. The area cannot be assessed as tourist-prominent or everyday-residential without specific landmarks or draws.
1872,,Westerpark,52.38307,4.88036,Private room,111,3,128,2.21,1,0,0,holland,"Garden: None
School: Vrijeschool Amsterdam West

The area reads as everyday-residential. The specific draw is the Vrijeschool Amsterdam West, which serves the local community rather than acting as a tourist landmark."
5064,,IJburg - Zeeburgereiland,52.35331,5.00039,Entire home/apt,95,7,1,0.75,1,166,1,holland,"hairdresser: Antonio's Barbershop
playground: None

The area reads as everyday-residential because it lacks famous landmarks or attractions, featuring only local service-oriented businesses."
3397,,Centrum-West,52.37662,4.88117,Private room,135,4,38,1.22,1,8,0,holland,"School: Theo Thijssenschool
Playground: None

The area reads as everyday-residential. The specific draw is the Theo Thijssenschool, which serves the local community rather than attracting tourists."
3398,,Oud-Oost,52.35921,4.90818,Entire home/apt,300,4,1,0.03,1,343,0,holland,"university: Amstelcampus
garden: Amstelcampus

The area reads as everyday-residential. The specific draw is the Amstelcampus, which functions primarily as an educational facility for students rather than a tourist destination."
3311,,Westerpark,52.3738,4.87311,Entire home/apt,250,1,15,0.42,1,0,1,holland,"bar: De Nieuwe Anita
garden: None

The area reads as everyday-residential. The specific draw is De Nieuwe Anita, which functions as a local neighborhood venue rather than a major tourist landmark."
3313,,Oud-Noord,52.3998,4.91349,Entire home/apt,100,2,6,0.18,1,158,0,holland,"School: Over Y College
Garden: None

The area reads as everyday-residential, as the specific draw is Over Y College."
3326,,Centrum-Oost,52.37208,4.91191,Private room,89,2,137,3.97,2,76,51,holland,"museum: Museumhaven
slipway: Museumhaven

The area reads as tourist-prominent. The specific draw is Museumhaven, which serves as a cultural landmark and attraction."
3327,,Bos en Lommer,52.37563,4.83712,Entire home/apt,149,2,18,0.54,1,86,1,holland,"park: Willem Augustinpark
playground: Willem Augustinpark

This area reads as everyday-residential. The specific draw is Willem Augustinpark, which serves as a local green space for neighborhood recreation rather than a landmark for tourists."
3371,,Centrum-Oost,52.36655,4.9093,Private room,330,2,2,0.07,3,176,0,holland,"Hotel: Budget Hotel Hortus
Attraction: Hortus Botanicus

The area reads as tourist-prominent. The specific draw that makes it so is Hortus Botanicus, a famous botanical garden that serves as a major landmark and destination for visitors."
3548,,Centrum-West,52.38769,4.8861,Entire home/apt,154,1,0,,4,0,0,holland,"park: Toon Ylandplantsoen
picnic_table: Toon Ylandplantsoen

The area reads as everyday-residential, as the specific draw is a local neighborhood park and picnic area rather than a famous landmark or major tourist attraction."
694,,Zuid,52.34315,4.86275,Entire home/apt,168,2,32,0.49,1,95,2,holland,"School: Olympiaschool
Playground: Olympiaschool

The area reads as everyday-residential, as the specific draw is a local school which serves the daily needs of neighborhood families rather than tourists."
706,,Centrum-Oost,52.3624,4.8935,Entire home/apt,185,3,36,0.47,1,2,3,holland,"fish restaurant: John Dory
pilates fitness_centre: Bodyvita

The area reads as everyday-residential. The specific draws that make it so are Bodyvita and John Dory, which are local service and dining establishments rather than major tourist landmarks."
752,,Centrum-Oost,52.36986,4.92258,Entire home/apt,120,2,25,0.3,1,0,0,holland,"Park: Touwbaanpark
Artwork: Bandenboot

The area reads as everyday-residential. The specific draw is Touwbaanpark, which serves as a local recreational space for residents rather than a destination for tourists."
3754,,De Baarsjes - Oud-West,52.37027,4.87347,Entire home/apt,185,3,3,0.74,1,280,3,holland,"No places were provided in the list, so no nearby places can be named. The area cannot be classified as tourist-prominent or everyday-residential."
3526,,Centrum-West,52.36984,4.88419,Entire home/apt,225,3,15,0.46,1,118,2,holland,"Community centre: Felix Meritis
Clothes: Episode

The area reads as tourist-prominent. The specific draw is Felix Meritis, a renowned historical cultural center and landmark that attracts visitors for its architecture and programming."
3789,,Oud-Noord,52.3832,4.91855,Private room,56,1,75,2.62,1,76,5,holland,"marina: Aeolus

The area reads as everyday-residential, as it lacks the high-profile landmarks or major attractions typically associated with tourist-prominent locations."
3853,,Zuid,52.35484,4.87063,Entire home/apt,654,2,8,0.37,1,172,6,holland,"Hotel: Valerius Apartments
Convenience: Organic

The area reads as everyday-residential. The specific draws that make it so are the presence of a local convenience store and apartment-style lodging, which cater to routine living and long-term stays rather than high-traffic tourism."
3584,,IJburg - Zeeburgereiland,52.3526,5.00533,Private room,74,1,4,0.13,10,0,0,holland,"restaurant: DOK48
marina: Haven WV IJburg

The area reads as everyday-residential. The specific draws are the local marina and neighborhood dining options that serve the residents of the IJburg district rather than major tourist landmarks."
3695,,De Pijp - Rivierenbuurt,52.34606,4.89752,Entire home/apt,181,3,4,0.15,1,339,0,holland,"No places were provided to categorize. As there are no landmarks or residential draws listed, the area cannot be classified as either tourist-prominent or everyday-residential."
1936,,Oud-Noord,52.39363,4.91097,Entire home/apt,360,1,154,2.81,3,270,15,holland,"Place types: outdoor_seating (1), garden (1)

The area reads as everyday-residential. There are no specific draws or landmarks listed to suggest a tourist-prominent destination."
1724,,Watergraafsmeer,52.33957,4.91788,Entire home/apt,100,3,20,0.31,1,0,0,holland,"Playground: De Amstel
School: De Amstel

The area reads as everyday-residential because it contains local community infrastructure like a school and a playground rather than famous landmarks or tourist attractions."
1730,,Westerpark,52.38046,4.87091,Entire home/apt,250,2,6,0.11,1,0,0,holland,"The provided list contains no places; therefore, the area cannot be categorized."
3859,,Buitenveldert - Zuidas,52.32671,4.87446,Entire home/apt,60,5,3,0.5,1,0,1,holland,"playground: De Ark
school: De Ark

The area reads as everyday-residential, as the presence of a school and a playground indicates a neighborhood focused on local community and family life rather than tourist attractions."
3863,,Zuid,52.35157,4.84712,Private room,84,2,12,0.42,1,1,8,holland,"Restaurant: Poppy's Zuid
Garden: Poppy's Zuid

The area reads as everyday-residential. The specific draw is Poppy's Zuid, which functions as a local dining establishment rather than a famous landmark or major tourist attraction."
3926,,Centrum-Oost,52.37228,4.91186,Private room,248,1,22,1.01,1,328,13,holland,"museum: Museumhaven
slipway: Museumhaven

The area reads as tourist-prominent. The specific draw is Museumhaven, which serves as a cultural attraction and landmark."
3943,,De Pijp - Rivierenbuurt,52.3457,4.89228,Private room,75,2,17,0.63,1,0,0,holland,"School: Dongeschool
Garden: None

The area reads as everyday-residential, as the specific draw is a local school serving the community."
594,,De Baarsjes - Oud-West,52.36099,4.85987,Entire home/apt,90,6,30,0.34,1,0,0,holland,"No places were provided in the list, so no nearby places can be named. The area reads as everyday-residential because it lacks the famous landmarks or major attractions that define a tourist-prominent location."
635,,Watergraafsmeer,52.35191,4.92078,Private room,55,2,41,0.51,2,337,0,holland,"pub: Vergulden Eenhoorn
garden: Vergulden Eenhoorn

The area reads as everyday-residential. The specific draw is the Vergulden Eenhoorn, which functions as a local community hub and historic dining spot rather than a major global tourist landmark."
416,,Bos en Lommer,52.37567,4.85533,Entire home/apt,75,3,19,0.45,1,0,2,holland,"park: Erasmuspark
garden: Erasmuspark

The area reads as everyday-residential. The specific draw is Erasmuspark, which functions as a local recreational space for neighborhood residents rather than a major tourist landmark."
4017,,Noord-West,52.40668,4.89678,Private room,75,2,11,0.42,4,0,0,holland,"The area reads as everyday-residential, as there are no tourist-prominent landmarks or attractions nearby."
4137,,Oostelijk Havengebied - Indische Buurt,52.36953,4.94749,Entire home/apt,215,1,143,5.89,6,297,83,holland,"fish restaurant: The Harbour Club
marina: Port Entrepôt Jachthaven

The area reads as tourist-prominent. The specific draws that make it so are The Harbour Club and Port Entrepôt Jachthaven, which cater to leisure, dining, and nautical activities typical of a destination-focused waterfront."
4139,,Oostelijk Havengebied - Indische Buurt,52.36764,4.94531,Entire home/apt,322,1,6,1.15,6,362,6,holland,"garden: Cruquiustuin
burger fast_food: Tony Singh

The area reads as everyday-residential. The specific draws are the local garden and the fast-food establishment, which serve the daily needs of the neighborhood rather than acting as major tourist landmarks."
4181,,De Baarsjes - Oud-West,52.36663,4.87528,Entire home/apt,117,5,6,0.26,1,20,1,holland,"pub: l'Affiche
playground: None

The area reads as everyday-residential, as it lacks famous landmarks or major tourist attractions, with the pub serving as a local social space rather than a destination draw."
4212,,Oud-Noord,52.39678,4.90648,Private room,55,1,0,,3,0,0,holland,"Restaurant: Papillon

The area reads as everyday-residential, as it lacks the high concentration of famous landmarks or major tourist attractions that would define a tourist-prominent zone."
4222,,Watergraafsmeer,52.35314,4.94292,Entire home/apt,235,4,0,,1,40,0,holland,"Place types: garden (1), picnic_table (1)

The area reads as everyday-residential, as there are no famous landmarks or major attractions listed to suggest a tourist-prominent destination."
1768,,Bos en Lommer,52.38219,4.84777,Entire home/apt,99,2,9,0.14,1,0,0,holland,"School: Multatulischool
Soccer pitch: None

This area reads as everyday-residential. The specific draw is the presence of a local school, which serves the immediate community rather than acting as a tourist landmark."
1779,,Westerpark,52.38724,4.88051,Entire home/apt,189,2,48,0.76,1,4,2,holland,"park: Domela Nieuwenhuisplantsoen
public_bookcase: Domela Nieuwenhuisplantsoen

The area reads as everyday-residential. The specific draw is the Domela Nieuwenhuisplantsoen, which functions as a local green space and community amenity rather than a major tourist landmark."
5333,,Buitenveldert - Zuidas,52.32674,4.87778,Entire home/apt,148,3,0,,1,0,0,holland,"college: Cheider
playground: Cheider

The area reads as everyday-residential, as the presence of a school and its associated playground serves the local community rather than acting as a famous landmark or tourist attraction."
1305,,Centrum-West,52.37908,4.88982,Private room,102,1,124,1.73,1,145,3,holland,"hotel: Sebastian's
public_bookcase: Sebastian's

The area reads as everyday-residential, as it lacks the high-traffic landmarks or major attractions typically associated with tourist-prominent zones."
1334,,Oud-Oost,52.35752,4.93545,Entire home/apt,330,7,23,0.44,1,48,0,holland,"Pub: Brouwerij Poesiat & Kater
Outdoor seating: Brouwerij Poesiat & Kater

The area reads as everyday-residential. The specific draw is Brouwerij Poesiat & Kater, which functions as a local neighborhood brewery and gathering spot rather than a major tourist landmark."
4401,,Zuid,52.34783,4.84845,Entire home/apt,100,3,0,,1,0,0,holland,"asian restaurant: Warung Barokah
arts_centre: Retort

The area reads as everyday-residential, as it lacks famous landmarks or major tourist attractions, featuring instead a local eatery and a small arts space."
4404,,Bijlmer-Centrum,52.30752,4.95341,Private room,128,3,27,1.53,4,119,15,holland,"Student accommodation: Xior Karspeldreef

The area reads as everyday-residential. The specific draw is the student accommodation, which serves as a functional living space for residents rather than a destination for tourists."
4415,,Oud-Oost,52.36007,4.90727,Entire home/apt,115,2,6,0.73,2,0,3,holland,"boat_rental: Mokumboot Amsterdam Amstel
garden: None

The area reads as tourist-prominent because the presence of Mokumboot Amsterdam Amstel indicates a focus on leisure canal cruising, which is a primary attraction for visitors exploring the city's waterways."
4346,,De Pijp - Rivierenbuurt,52.34069,4.90603,Private room,49,2,34,1.94,3,352,23,holland,No nearby places provided. The area cannot be categorized.
4352,,Bos en Lommer,52.3815,4.85271,Private room,49,1,19,3.77,1,32,19,holland,"Playground: Hertspieghelplein
Garden: Hertspieghelplein

The area reads as everyday-residential. The specific draw is the Hertspieghelplein, which serves as a local community space for residents rather than a destination for tourists."
4452,,Centrum-Oost,52.36367,4.88641,Entire home/apt,429,2,2,2.0,1,66,2,holland,"Hotel: Hotel Mozart
Billiards sports_centre: Snooker - FinalTouch

The area reads as everyday-residential. The specific draws are the local hotel and the specialized billiards sports centre, which serve the immediate community rather than acting as famous tourist landmarks or major attractions."
4473,,De Baarsjes - Oud-West,52.37313,4.85588,Entire home/apt,115,3,2,0.12,1,0,1,holland,There are no places listed to categorize. The area does not contain enough information to determine if it is tourist-prominent or everyday-residential.
5418,,Westerpark,52.37272,4.87076,Entire home/apt,121,2,0,,1,16,0,holland,"park: Bilderdijkpark
garden: Bilderdijkpark

The area reads as everyday-residential. The specific draw that makes it so is the presence of Bilderdijkpark, a local neighborhood green space serving the daily recreational needs of residents rather than acting as a major tourist landmark."
397,,Oud-Noord,52.38277,4.9088,Entire home/apt,557,2,4,2.35,2,32,4,holland,"marina: Sixhaven

The area reads as everyday-residential, as the specific draw is a functional marina rather than a famous landmark or tourist attraction."
407,,Noord-West,52.4069,4.90168,Entire home/apt,130,4,12,0.14,1,236,0,holland,"Seafood: Viskraam
Picnic_table: Viskraam

The area reads as everyday-residential, as it lacks famous landmarks or major tourist attractions."
1341,,De Baarsjes - Oud-West,52.357433,4.857956,Private room,122,2,115,1.7,3,295,0,holland,"park: Vondelpark
pub: Fijnkost

The area reads as tourist-prominent. The specific draw is Vondelpark, which is a famous landmark and a major attraction that draws large numbers of visitors."
1540,,Noord-Oost,52.39487,4.93111,Entire home/apt,150,3,9,0.15,1,0,0,holland,There are no places to list. The area reads as everyday-residential as there are no famous landmarks or attractions nearby.
1541,,Oud-Oost,52.35678,4.92396,Entire home/apt,190,2,9,0.15,1,0,0,holland,"Place types: None
Area classification: Everyday-residential
Specific draws: None"
1367,,De Baarsjes - Oud-West,52.357433,4.857956,Private room,122,2,101,1.49,3,289,0,holland,"park: Vondelpark
pub: Fijnkost

The area reads as tourist-prominent. The specific draw is Vondelpark, which is a famous landmark and major attraction."
4492,,Slotervaart,52.36927,4.83758,Entire home/apt,125,2,2,0.13,1,0,0,holland,"artwork: Erotica
doctors: Terra

The area reads as everyday-residential, as the presence of a doctor's office (Terra) and a singular art piece (Erotica) suggests a local neighborhood setting rather than a hub of famous landmarks or major tourist attractions."
4553,,Buitenveldert - Zuidas,52.32322,4.88,Private room,65,3,1,0.07,2,0,0,holland,"swimming_pool: none
park: 't Kleine Loopveld

The area reads as everyday-residential. The specific draw is 't Kleine Loopveld, a local neighborhood park that serves as a community green space rather than a major tourist landmark."
4575,,Zuid,52.3549,4.87732,Private room,130,1,44,2.8,4,363,34,holland,"Hotel: Conscious Hotel Museum Square
Tennis pitch: tennis pitch

The area reads as tourist-prominent. The specific draw is the Conscious Hotel Museum Square, which is located in the immediate vicinity of Amsterdam's major cultural institutions, including the Rijksmuseum, Van Gogh Museum, and Stedelijk Museum."
4639,,Centrum-Oost,52.37378,4.90505,Private room,187,1,2,0.16,8,337,1,holland,"Hotel: City Hotel Amsterdam, Mansion

The area reads as tourist-prominent due to the presence of City Hotel Amsterdam and Mansion, which are typical hospitality establishments catering to visitors in a city center."
4449,,Gaasperdam - Driemond,52.30716,4.97856,Private room,70,1,9,0.52,1,311,2,holland,"Place types: playground (1), information (1)

The area reads as everyday-residential because there are no famous landmarks or attractions nearby."
4802,,Centrum-West,52.37888,4.89217,Private room,161,1,30,3.77,5,0,30,holland,"Guest house: Herengracht 21
Hotel: Max Brown Hotel

The area reads as tourist-prominent. The specific draws are the Herengracht 21 guest house and the Max Brown Hotel, both of which cater to visitors staying in the city center."
4803,,Centrum-West,52.37888,4.89217,Hotel room,171,1,0,,5,0,0,holland,"Guest house: Herengracht 21
Hotel: Max Brown Hotel

The area reads as tourist-prominent. The specific draws are the Herengracht 21 guest house and the Max Brown Hotel, both of which cater to visitors staying in the historic canal district."
4817,,Westerpark,52.38079,4.87371,Entire home/apt,133,4,0,,1,0,0,holland,"The area contains no listed places. It reads as everyday-residential, as there are no famous landmarks or tourist attractions present."
349,,De Pijp - Rivierenbuurt,52.34292,4.89445,Private room,70,2,279,2.99,1,332,4,holland,"Garden: None
School: 6e Montessorischool Anne Frank

The area reads as everyday-residential. The specific draw is the 6e Montessorischool Anne Frank, which serves the local community and families living in the neighborhood."
362,,Noord-West,52.40793,4.90264,Private room,75,2,245,2.63,1,286,8,holland,"Playground: NoordRijk

The area reads as everyday-residential. The specific draw is the playground, which serves as a local recreational facility for residents."
4873,,Oud-Noord,52.398655,4.905442,Entire home/apt,500,3,0,,6,59,0,holland,"park: Papaverplantsoen
apartment: Aparthotel North

The area reads as everyday-residential. The specific draw is the presence of a local park and apartment-style housing, which serve the needs of residents rather than catering to tourists with famous landmarks or major attractions."
4895,,Geuzenveld - Slotermeer,52.37393,4.81456,Entire home/apt,150,3,0,,1,364,0,holland,"Place types: playground (1), picnic_table (1)

The area reads as everyday-residential. The specific draws are the playground and picnic_table, which serve as local neighborhood amenities rather than major tourist attractions."
4799,,Centrum-West,52.37888,4.89217,Private room,271,1,0,,5,0,0,holland,"Guest house: Herengracht 21
Hotel: Max Brown Hotel

The area reads as tourist-prominent. The specific draws are Herengracht 21 and Max Brown Hotel, which are hospitality establishments located in a historic, canal-side setting typically frequented by visitors."
1411,,Westerpark,52.38199,4.87227,Entire home/apt,80,15,8,0.12,1,0,0,holland,"bicycle: Gregario Cycling Services
garden: none

The area reads as everyday-residential. The specific draw is Gregario Cycling Services, which serves the local community's recreational and transportation needs rather than catering to tourists."
5456,,De Baarsjes - Oud-West,52.36824,4.85683,Entire home/apt,159,2,1,1.0,1,19,1,holland,"Playground: Balboaplein
Garden: Balboaplein

The area reads as everyday-residential. The specific draw is Balboaplein, which functions as a local neighborhood park and playground serving the immediate community rather than a destination for tourists."
25,,Centrum-West,52.38104,4.88306,Entire home/apt,157,6,24,0.26,1,156,2,holland,"Cafe: a Sense of Place - Hi-Fidelity Coffee
Yoga fitness_centre: Svaha Yoga - Jordaan Shala

The area reads as everyday-residential. The specific draws that make it so are the inclusion of a local yoga studio and a neighborhood coffee shop, which serve the daily routines of local residents rather than catering to tourists visiting famous landmarks."
52,,Centrum-Oost,52.36733,4.92055,Entire home/apt,707,2,99,0.88,2,281,0,holland,"The area contains no places from the provided list. Therefore, it cannot be categorized as either tourist-prominent or everyday-residential based on the given data."
65,,De Baarsjes - Oud-West,52.364,4.87814,Entire home/apt,119,5,71,0.61,1,14,3,holland,"Billiards pub: Keu Poolcafe
Hotel: Leonardo Hotel Amsterdam

The area reads as everyday-residential. The specific draws that make it so are the presence of a local poolcafe and a standard hotel, which cater to routine leisure and transient lodging rather than serving as famous landmarks or major tourist attractions."
186,,De Pijp - Rivierenbuurt,52.35262,4.89968,Entire home/apt,180,1,92,0.88,1,0,0,holland,"School: De Avonturijn

The area reads as everyday-residential, as it is defined by a local school serving the immediate community rather than famous landmarks or tourist attractions."
11,,Zuid,52.35597,4.88512,Entire home/apt,149,4,95,0.87,1,0,0,holland,"School: Montessori Lyceum Amsterdam
Garden: None

The area reads as everyday-residential. The specific draw is the Montessori Lyceum Amsterdam, which serves the local community rather than acting as a tourist landmark."
5435,,Centrum-West,52.37293,4.88354,Entire home/apt,400,1,1,1.0,1,339,1,holland,"Hotel: Pulitzer

The area reads as tourist-prominent due to the presence of Pulitzer, a high-profile hotel that typically anchors areas frequented by visitors."
147,,Centrum-Oost,52.36866,4.92071,Entire home/apt,843,2,113,1.34,2,256,0,holland,"Museum: Werf 't Kromhout

The area reads as tourist-prominent due to the presence of Werf 't Kromhout, a historical shipyard museum that serves as a specific cultural draw for visitors."
125,,Centrum-Oost,52.3737,4.92581,Entire home/apt,120,14,84,0.84,1,33,2,holland,"The provided list contains no places. Therefore, the area cannot be categorized as either tourist-prominent or everyday-residential."
106,,Westerpark,52.38525,4.88006,Entire home/apt,250,26,1,0.01,3,299,0,holland,"artwork: Gevallen Engel

The area reads as everyday-residential, as the presence of a single piece of artwork does not constitute a major tourist destination or a cluster of famous landmarks."
211,,Watergraafsmeer,52.35149,4.92265,Entire home/apt,140,3,43,0.54,1,130,0,holland,There are no places listed to categorize. The area does not contain any landmarks or residential draws from the provided list.
1473,,De Baarsjes - Oud-West,52.36002,4.85442,Entire home/apt,120,3,18,0.28,1,184,0,holland,No places were provided to categorize. The area cannot be assessed as tourist-prominent or everyday-residential based on the provided list.
